Date,Open,High,Low,Close,Volume
2019-11-11,56.6611,57.6074,56.6611,57.1618,6624.0853078932
2019-11-12,57.5523,57.6861,56.911,57.1176,3855.9170615161
2019-11-13,57.3841,57.6861,57.3841,57.5691,1343.9289099194
2019-11-14,57.9655,57.9655,57.0792,57.274,3362.8720378316
2019-11-15,57.452,58.2134,57.452,58.1435,1321.56398101
2019-11-18,57.7137,57.7137,57.1077,57.1569,1235.1540284055
2019-11-19,56.3267,56.3827,55.524,55.6361,6384.170615956
2019-11-20,56.1053,57.5523,55.9932,57.274,63018.270140623
2019-11-21,58.1848,58.717,58.1042,58.6875,2490.639810365
2019-11-22,58.5183,58.6816,57.9655,58.2026,3958.5924169638
2019-11-25,58.2134,58.2262,57.8366,58.2262,1876.6208530342
2019-11-26,58.5419,58.7751,58.1544,58.6177,2951.1540283631
2019-11-27,58.6816,58.7396,57.7983,58.3481,5613.5971562594
2019-11-29,56.7329,56.7615,55.5476,55.8594,1724.1327013792
2019-12-02,56.7447,56.7447,55.9932,56.1821,2878.9763032464
2019-12-03,55.8594,57.0231,55.8594,56.5608,14891.992890627
2019-12-04,57.992,58.7751,57.992,58.6295,5018.8933648049
2019-12-05,59.2944,59.3131,58.5183,58.6295,8579.999999788
2019-12-06,58.3481,59.9368,58.2724,59.2944,6328.2582936825
2019-12-09,58.9039,59.4351,58.9039,59.259,584.5379146775
2019-12-10,59.3535,59.5984,59.3535,59.5807,2548.5853079939
2019-12-11,59.3249,59.3249,58.6295,59.1134,5415.3625591079
2019-12-12,59.3249,59.9368,59.3249,59.5168,9412.5853078243
2019-12-13,59.7971,60.6342,59.7745,60.0902,4618.3578197911
2019-12-16,60.4926,60.5457,60.4749,60.5339,543.8744075695
2019-12-17,61.1074,61.2589,61.1074,61.188,754.3080568534
2019-12-18,60.8251,61.3572,60.7316,61.2175,1935.5829383408
2019-12-19,61.3572,61.5805,61.2756,61.3759,1160.9431279334
2019-12-20,60.7739,60.8251,60.5221,60.7159,24108.376776655
2019-12-23,60.6047,61.1074,60.6047,61.0483,9195.0355447965
